"","resultId","raceId","driverId","constructorId","number","grid","position","positionText","positionOrder","points","laps","time","milliseconds","fastestLap","rank","fastestLapTime","statusId","driverRef","number_drivers","code","forename","surname","dob","nationality","driverStandingsId","wins"
"13171",13171,540,224,56,"14",13,"8","8",8,0,40,"+55.24","4079780","\N","\N","\N",1,"emerson_fittipaldi","\N","\N","Emerson","Fittipaldi","1946-12-12","Brazilian",57617,0
"13172",13172,540,137,1,"29",24,"9","9",9,0,40,"+1:06.83","4091370","\N","\N","\N",1,"piquet","\N","\N","Nelson","Piquet","1952-08-17","Brazilian",57649,0
"13173",13173,540,206,57,"22",18,"10","10",10,0,40,"+1:09.11","4093650","\N","\N","\N",1,"daly","\N","\N","Derek","Daly","1953-03-11","Irish",57641,0
"13174",13174,540,221,25,"4",16,"11","11",11,0,40,"+1:16.57","4101110","\N","\N","\N",1,"depailler","\N","\N","Patrick","Depailler","1944-08-09","French",57611,1
"13175",13175,540,222,59,"20",9,"12","12",12,0,39,"\N","\N","\N","\N","\N",11,"scheckter","\N","\N","Jody","Scheckter","1950-01-29","South African",57618,0
"13176",13176,540,178,3,"27",6,"13","13",13,0,39,"\N","\N","\N","\N","\N",11,"jones","\N","\N","Alan","Jones","1946-11-02","Australian",57628,0
"13177",13177,540,152,1,"33",20,"14","14",14,0,39,"\N","\N","\N","\N","\N",11,"giacomelli","\N","\N","Bruno","Giacomelli","1952-09-10","Italian",57643,0
"13178",13178,540,223,58,"17",15,"\N","N",15,0,33,"\N","\N","\N","\N","\N",17,"regazzoni","\N","\N","Clay","Regazzoni","1939-09-05","Swiss",57623,0
"13179",13179,540,119,21,"35",12,"\N","R",16,0,28,"\N","\N","\N","\N","\N",5,"patrese","\N","\N","Riccardo","Patrese","1954-04-17","Italian",57636,0
"13180",13180,540,231,1,"7",10,"\N","R",17,0,19,"\N","\N","\N","\N","\N",99,"hunt","\N","\N","James","Hunt","1947-08-29","British",57612,0
"13181",13181,540,232,60,"37",22,"\N","R",18,0,14,"\N","\N","\N","\N","\N",5,"merzario","\N","\N","Arturo","Merzario","1943-03-11","Italian",57631,0
"13182",13182,540,219,4,"15",3,"\N","R",19,0,6,"\N","\N","\N","\N","\N",5,"jabouille","\N","\N","Jean-Pierre","Jabouille","1942-10-01","French",57638,0
"13183",13183,540,238,32,"6",5,"\N","R",20,0,0,"\N","\N","\N","\N","\N",3,"peterson","\N","\N","Ronnie","Peterson","1944-02-14","Swedish",57613,2
"13184",13184,540,202,25,"3",14,"\N","R",21,0,0,"\N","\N","\N","\N","\N",3,"pironi","\N","\N","Didier","Pironi","1952-03-26","French",57622,0
"13185",13185,540,233,58,"16",17,"\N","R",22,0,0,"\N","\N","\N","\N","\N",3,"stuck","\N","\N","Hans-Joachim","Stuck","1951-01-01","German",57625,0
"13186",13186,540,239,1,"30",21,"\N","R",23,0,0,"\N","\N","\N","\N","\N",3,"lunger","\N","\N","Brett","Lunger","1945-11-14","American",57621,0
"13187",13187,540,230,63,"19",23,"\N","R",24,0,0,"\N","\N","\N","\N","\N",3,"brambilla","\N","\N","Vittorio","Brambilla","1937-11-11","Italian",57626,0
"13188",13188,540,212,32,"25",0,"\N","F",25,0,0,"\N","\N","\N","\N","\N",81,"rebaque","\N","\N","Hector","Rebaque","1956-02-05","Mexican",57633,0
"13189",13189,540,229,54,"10",0,"\N","F",26,0,0,"\N","\N","\N","\N","\N",81,"ertl","\N","\N","Harald","Ertl","1948-08-31","Austrian",57648,0
"13190",13190,540,247,54,"9",0,"\N","F",27,0,0,"\N","\N","\N","\N","\N",81,"bleekemolen","\N","\N","Michael","Bleekemolen","1949-10-02","Dutch",57651,0
"13191",13191,540,248,63,"18",0,"\N","F",28,0,0,"\N","\N","\N","\N","\N",81,"gimax","\N","\N","Carlo","Franchi","1938-01-01","Italian",57652,0
"13192",13192,540,229,57,"23",0,"\N","F",29,0,0,"\N","\N","\N","\N","\N",97,"ertl","\N","\N","Harald","Ertl","1948-08-31","Austrian",57648,0
"13193",13193,540,177,59,"32",0,"\N","F",30,0,0,"\N","\N","\N","\N","\N",97,"keke_rosberg","\N","\N","Keke","Rosberg","1948-12-06","Finnish",57639,0
"13194",13194,540,243,21,"36",0,"\N","F",31,0,0,"\N","\N","\N","\N","\N",97,"stommelen","\N","\N","Rolf","Stommelen","1943-07-11","German",57637,0
"13195",13195,540,244,60,"38",0,"\N","F",32,0,0,"\N","\N","\N","\N","\N",97,"colombo","\N","\N","Alberto","Colombo","1946-02-23","Italian",57644,0
"13196",13196,541,199,6,"11",2,"1","1",1,9,59,"1:40:48.800","6048800","\N","\N","\N",1,"reutemann","\N","\N","Carlos","Reutemann","1942-04-12","Argentine",57659,4
"13197",13197,541,178,3,"27",3,"2","2",2,6,59,"+19.739","6068539","\N","\N","\N",1,"jones","\N","\N","Alan","Jones","1946-11-02","Australian",57672,0
"13198",13198,541,222,59,"20",11,"3","3",3,4,59,"+45.701","6094501","\N","\N","\N",1,"scheckter","\N","\N","Jody","Scheckter","1950-01-29","South African",57662,0
"13199",13199,541,219,4,"15",9,"4","4",4,3,59,"+1:25.007","6133807","\N","\N","\N",1,"jabouille","\N","\N","Jean-Pierre","Jabouille","1942-10-01","French",57682,0
"13200",13200,541,224,56,"14",13,"5","5",5,2,59,"+1:28.089","6136889","\N","\N","\N",1,"emerson_fittipaldi","\N","\N","Emerson","Fittipaldi","1946-12-12","Brazilian",57661,0
"13201",13201,541,175,1,"8",18,"6","6",6,1,59,"+1:50.210","6159010","\N","\N","\N",1,"tambay","\N","\N","Patrick","Tambay","1949-06-25","French",57658,0
"13202",13202,541,231,1,"7",6,"7","7",7,0,58,"\N","\N","\N","\N","\N",11,"hunt","\N","\N","James","Hunt","1947-08-29","British",57656,0
"13203",13203,541,206,57,"22",19,"8","8",8,0,58,"\N","\N","\N","\N","\N",11,"daly","\N","\N","Derek","Daly","1953-03-11","Irish",57685,0
"13204",13204,541,163,65,"18",21,"9","9",9,0,58,"\N","\N","\N","\N","\N",11,"arnoux","\N","\N","René","Arnoux","1948-07-04","French",57684,0
"13205",13205,541,202,25,"3",16,"10","10",10,0,58,"\N","\N","\N","\N","\N",11,"pironi","\N","\N","Didier","Pironi","1952-03-26","French",57666,0
"13206",13206,541,172,27,"26",10,"11","11",11,0,58,"\N","\N","\N","\N","\N",11,"laffite","\N","\N","Jacques","Laffite","1943-11-21","French",57668,0
"13207",13207,541,249,59,"21",20,"12","12",12,0,58,"\N","\N","\N","\N","\N",11,"rahal","\N","\N","Bobby","Rahal","1953-01-10","American",57697,0
"13208",13208,541,239,57,"23",24,"13","13",13,0,58,"\N","\N","\N","\N","\N",11,"lunger","\N","\N","Brett","Lunger","1945-11-14","American",57665,0
"13209",13209,541,223,58,"17",17,"14","14",14,0,56,"\N","\N","\N","\N","\N",13,"regazzoni","\N","\N","Clay","Regazzoni","1939-09-05","Swiss",57667,0
"13210",13210,541,197,32,"55",8,"15","15",15,0,55,"\N","\N","\N","\N","\N",60,"jarier","\N","\N","Jean-Pierre","Jarier","1946-07-10","French",57664,0
"13211",13211,541,243,21,"36",22,"16","16",16,0,54,"\N","\N","\N","\N","\N",15,"stommelen","\N","\N","Rolf","Stommelen","1943-07-11","German",57681,0
"13212",13212,541,232,60,"37",26,"\N","R",17,0,46,"\N","\N","\N","\N","\N",6,"merzario","\N","\N","Arturo","Merzario","1943-03-11","Italian",57675,0
"13213",13213,541,247,54,"9",25,"\N","R",18,0,43,"\N","\N","\N","\N","\N",44,"bleekemolen","\N","\N","Michael","Bleekemolen","1949-10-02","Dutch",57695,0
"13214",13214,541,182,34,"1",5,"\N","R",19,0,28,"\N","\N","\N","\N","\N",5,"lauda","\N","\N","Niki","Lauda","1949-02-22","Austrian",57654,2
"13215",13215,541,207,32,"5",1,"\N","R",20,0,27,"\N","\N","\N","\N","\N",5,"mario_andretti","\N","\N","Mario","Andretti","1940-02-28","American",57653,6
"13216",13216,541,187,34,"2",7,"\N","R",21,0,25,"\N","\N","\N","\N","\N",5,"watson","\N","\N","John","Watson","1946-05-04","British",57671,0
"13217",13217,541,221,25,"4",12,"\N","R",22,0,23,"\N","\N","\N","\N","\N",36,"depailler","\N","\N","Patrick","Depailler","1944-08-09","French",57655,1
"13218",13218,541,203,6,"12",4,"\N","R",23,0,22,"\N","\N","\N","\N","\N",5,"gilles_villeneuve","\N","\N","Gilles","Villeneuve","1950-01-18","Canadian",57660,0
"13219",13219,541,177,54,"10",15,"\N","R",24,0,21,"\N","\N","\N","\N","\N",7,"keke_rosberg","\N","\N","Keke","Rosberg","1948-12-06","Finnish",57683,0
"13220",13220,541,233,58,"16",14,"\N","R",25,0,1,"\N","\N","\N","\N","\N",69,"stuck","\N","\N","Hans-Joachim","Stuck","1951-01-01","German",57669,0
"13221",13221,541,212,32,"25",23,"\N","R",26,0,0,"\N","\N","\N","\N","\N",8,"rebaque","\N","\N","Hector","Rebaque","1956-02-05","Mexican",57677,0
"13222",13222,541,213,63,"19",0,"\N","F",27,0,0,"\N","\N","\N","\N","\N",81,"gabbiani","\N","\N","Beppe","Gabbiani","1957-01-02","Italian",57698,0
"13223",13223,542,203,6,"12",3,"1","1",1,9,70,"1:57:49.196","7069196","\N","\N","\N",1,"gilles_villeneuve","\N","\N","Gilles","Villeneuve","1950-01-18","Canadian",57706,1
"13224",13224,542,222,59,"20",2,"2","2",2,6,70,"+13.372","7082568","\N","\N","\N",1,"scheckter","\N","\N","Jody","Scheckter","1950-01-29","South African",57708,0
"13225",13225,542,199,6,"11",11,"3","3",3,4,70,"+19.408","7088604","\N","\N","\N",1,"reutemann","\N","\N","Carlos","Reutemann","1942-04-12","Argentine",57705,4
"13226",13226,542,119,21,"35",12,"4","4",4,3,70,"+24.667","7093863","\N","\N","\N",1,"patrese","\N","\N","Riccardo","Patrese","1954-04-17","Italian",57726,0
"13227",13227,542,221,25,"4",13,"5","5",5,2,70,"+28.558","7097754","\N","\N","\N",1,"depailler","\N","\N","Patrick","Depailler","1944-08-09","French",57701,1
"13228",13228,542,206,57,"22",15,"6","6",6,1,70,"+54.476","7123672","\N","\N","\N",1,"daly","\N","\N","Derek","Daly","1953-03-11","Irish",57731,0
"13229",13229,542,202,25,"3",18,"7","7",7,0,70,"+1:21.250","7150446","\N","\N","\N",1,"pironi","\N","\N","Didier","Pironi","1952-03-26","French",57712,0
"13230",13230,542,175,1,"8",17,"8","8",8,0,70,"+1:26.560","7155756","\N","\N","\N",1,"tambay","\N","\N","Patrick","Tambay","1949-06-25","French",57704,0
"13231",13231,542,178,3,"27",5,"9","9",9,0,70,"+1:28.942","7158138","\N","\N","\N",1,"jones","\N","\N","Alan","Jones","1946-11-02","Australian",57718,0
"13232",13232,542,207,32,"5",9,"10","10",10,0,69,"\N","\N","\N","\N","\N",11,"mario_andretti","\N","\N","Mario","Andretti","1940-02-28","American",57699,6
"13233",13233,542,137,34,"66",14,"11","11",11,0,69,"\N","\N","\N","\N","\N",11,"piquet","\N","\N","Nelson","Piquet","1952-08-17","Brazilian",57739,0
"13234",13234,542,219,4,"15",22,"12","12",12,0,65,"\N","\N","\N","\N","\N",15,"jabouille","\N","\N","Jean-Pierre","Jabouille","1942-10-01","French",57728,0
"13235",13235,542,177,54,"10",21,"\N","N",13,0,58,"\N","\N","\N","\N","\N",55,"keke_rosberg","\N","\N","Keke","Rosberg","1948-12-06","Finnish",57729,0
"13236",13236,542,172,27,"26",10,"\N","R",14,0,52,"\N","\N","\N","\N","\N",7,"laffite","\N","\N","Jacques","Laffite","1943-11-21","French",57714,0
"13237",13237,542,231,1,"7",19,"\N","R",15,0,51,"\N","\N","\N","\N","\N",20,"hunt","\N","\N","James","Hunt","1947-08-29","British",57702,0
"13238",13238,542,197,32,"55",1,"\N","R",16,0,49,"\N","\N","\N","\N","\N",44,"jarier","\N","\N","Jean-Pierre","Jarier","1946-07-10","French",57710,0
"13239",13239,542,163,63,"18",16,"\N","R",17,0,37,"\N","\N","\N","\N","\N",5,"arnoux","\N","\N","René","Arnoux","1948-07-04","French",57730,0
"13240",13240,542,249,59,"21",20,"\N","R",18,0,16,"\N","\N","\N","\N","\N",69,"rahal","\N","\N","Bobby","Rahal","1953-01-10","American",57743,0
"13241",13241,542,187,34,"2",4,"\N","R",19,0,8,"\N","\N","\N","\N","\N",3,"watson","\N","\N","John","Watson","1946-05-04","British",57717,0
"13242",13242,542,182,34,"1",7,"\N","R",20,0,5,"\N","\N","\N","\N","\N",23,"lauda","\N","\N","Niki","Lauda","1949-02-22","Austrian",57700,2
"13243",13243,542,233,58,"16",8,"\N","R",21,0,1,"\N","\N","\N","\N","\N",3,"stuck","\N","\N","Hans-Joachim","Stuck","1951-01-01","German",57715,0
"13244",13244,542,224,56,"14",6,"\N","R",22,0,0,"\N","\N","\N","\N","\N",3,"emerson_fittipaldi","\N","\N","Emerson","Fittipaldi","1946-12-12","Brazilian",57707,0
"13245",13245,542,223,58,"17",0,"\N","F",23,0,0,"\N","\N","\N","\N","\N",81,"regazzoni","\N","\N","Clay","Regazzoni","1939-09-05","Swiss",57713,0
"13246",13246,542,213,63,"19",0,"\N","F",24,0,0,"\N","\N","\N","\N","\N",81,"gabbiani","\N","\N","Beppe","Gabbiani","1957-01-02","Italian",57744,0
"13247",13247,542,232,60,"37",0,"\N","F",25,0,0,"\N","\N","\N","\N","\N",81,"merzario","\N","\N","Arturo","Merzario","1943-03-11","Italian",57721,0
"13248",13248,542,212,32,"25",0,"\N","F",26,0,0,"\N","\N","\N","\N","\N",81,"rebaque","\N","\N","Hector","Rebaque","1956-02-05","Mexican",57723,0
"13249",13249,542,243,21,"36",0,"\N","F",27,0,0,"\N","\N","\N","\N","\N",97,"stommelen","\N","\N","Rolf","Stommelen","1943-07-11","German",57727,0
"13250",13250,542,247,54,"9",0,"\N","F",28,0,0,"\N","\N","\N","\N","\N",97,"bleekemolen","\N","\N","Michael","Bleekemolen","1949-10-02","Dutch",57741,0
"13251",13251,543,222,59,"20",11,"1","1",1,9,53,"1:40:11.19","6011190","\N","\N","\N",1,"scheckter","\N","\N","Jody","Scheckter","1950-01-29","South African",57745,1
"13252",13252,543,250,34,"8",6,"2","2",2,6,53,"+43.24","6054430","\N","\N","\N",1,"pace","\N","\N","Carlos","Pace","1944-10-06","Brazilian",57746,0
"13253",13253,543,199,6,"12",7,"3","3",3,4,53,"+46.02","6057210","\N","\N","\N",1,"reutemann","\N","\N","Carlos","Reutemann","1942-04-12","Argentine",57747,0
"13254",13254,543,224,56,"28",16,"4","4",4,3,53,"+55.48","6066670","\N","\N","\N",1,"emerson_fittipaldi","\N","\N","Emerson","Fittipaldi","1946-12-12","Brazilian",57748,0
"13255",13255,543,207,32,"5",8,"5","5",5,2,51,"\N","\N","\N","\N","\N",67,"mario_andretti","\N","\N","Mario","Andretti","1940-02-28","American",57749,0
"13256",13256,543,223,57,"22",12,"6","6",6,1,51,"\N","\N","\N","\N","\N",12,"regazzoni","\N","\N","Clay","Regazzoni","1939-09-05","Swiss",57750,0
"13257",13257,543,230,63,"19",13,"7","7",7,0,48,"\N","\N","\N","\N","\N",60,"brambilla","\N","\N","Vittorio","Brambilla","1937-11-11","Italian",57751,0
"13258",13258,543,251,37,"10",17,"\N","R",8,0,45,"\N","\N","\N","\N","\N",10,"ian_scheckter","\N","\N","Ian","Scheckter","1947-08-22","South African",57752,0
"13259",13259,543,252,58,"16",9,"\N","N",9,0,45,"\N","\N","\N","\N","\N",62,"pryce","\N","\N","Tom","Pryce","1949-06-11","British",57753,0
"13260",13260,543,187,34,"7",2,"\N","R",10,0,41,"\N","\N","\N","\N","\N",22,"watson","\N","\N","John","Watson","1946-05-04","British",57754,0
"13261",13261,543,237,37,"9",20,"\N","R",11,0,39,"\N","\N","\N","\N","\N",7,"ribeiro","\N","\N","Alex","Ribeiro","1948-11-07","Brazilian",57755,0
"13262",13262,543,172,27,"26",15,"\N","N",12,0,37,"\N","\N","\N","\N","\N",62,"laffite","\N","\N","Jacques","Laffite","1943-11-21","French",57756,0
"13263",13263,543,221,25,"4",3,"\N","R",13,0,32,"\N","\N","\N","\N","\N",25,"depailler","\N","\N","Patrick","Depailler","1944-08-09","French",57757,0
"13264",13264,543,231,1,"1",1,"\N","R",14,0,31,"\N","\N","\N","\N","\N",22,"hunt","\N","\N","James","Hunt","1947-08-29","British",57758,0
"13265",13265,543,200,1,"2",5,"\N","R",15,0,28,"\N","\N","\N","\N","\N",20,"mass","\N","\N","Jochen","Mass","1946-09-30","German",57759,0
"13266",13266,543,238,25,"3",14,"\N","R",16,0,28,"\N","\N","\N","\N","\N",20,"peterson","\N","\N","Ronnie","Peterson","1944-02-14","Swedish",57760,0
"13267",13267,543,253,56,"29",19,"\N","R",17,0,22,"\N","\N","\N","\N","\N",5,"hoffmann","\N","\N","Ingo","Hoffmann","1953-02-28","Brazilian",57761,0
"13268",13268,543,182,6,"11",4,"\N","R",18,0,20,"\N","\N","\N","\N","\N",69,"lauda","\N","\N","Niki","Lauda","1949-02-22","Austrian",57762,0
"13269",13269,543,246,63,"18",18,"\N","R",19,0,18,"\N","\N","\N","\N","\N",3,"binder","\N","\N","Hans","Binder","1948-06-12","Austrian",57763,0
"13270",13270,543,254,58,"17",21,"\N","R",20,0,2,"\N","\N","\N","\N","\N",6,"zorzi","\N","\N","Renzo","Zorzi","1946-12-12","Italian",57764,0
"13271",13271,543,255,32,"6",10,"\N","W",21,0,0,"\N","\N","\N","\N","\N",54,"nilsson","\N","\N","Gunnar","Nilsson","1948-11-20","Swedish",57765,0
"13272",13272,544,199,6,"12",2,"1","1",1,9,40,"1:45:07.72","6307720","\N","\N","\N",1,"reutemann","\N","\N","Carlos","Reutemann","1942-04-12","Argentine",57768,1
"13273",13273,544,231,1,"1",1,"2","2",2,6,40,"+10.71","6318430","\N","\N","\N",1,"hunt","\N","\N","James","Hunt","1947-08-29","British",57779,0
"13274",13274,544,182,6,"11",13,"3","3",3,4,40,"+1:47.51","6415230","\N","\N","\N",1,"lauda","\N","\N","Niki","Lauda","1949-02-22","Austrian",57783,0
"13275",13275,544,224,56,"28",16,"4","4",4,3,39,"\N","\N","\N","\N","\N",11,"emerson_fittipaldi","\N","\N","Emerson","Fittipaldi","1946-12-12","Brazilian",57769,0
"13276",13276,544,255,32,"6",10,"5","5",5,2,39,"\N","\N","\N","\N","\N",11,"nilsson","\N","\N","Gunnar","Nilsson","1948-11-20","Swedish",57786,0
"13277",13277,544,254,58,"17",18,"6","6",6,1,39,"\N","\N","\N","\N","\N",11,"zorzi","\N","\N","Renzo","Zorzi","1946-12-12","Italian",57785,0
"13278",13278,544,253,56,"29",19,"7","7",7,0,38,"\N","\N","\N","\N","\N",12,"hoffmann","\N","\N","Ingo","Hoffmann","1953-02-28","Brazilian",57782,0
"13279",13279,544,250,34,"8",12,"\N","R",8,0,33,"\N","\N","\N","\N","\N",3,"pace","\N","\N","Carlos","Pace","1944-10-06","Brazilian",57767,0
"13280",13280,544,252,58,"16",5,"\N","R",9,0,33,"\N","\N","\N","\N","\N",5,"pryce","\N","\N","Tom","Pryce","1949-06-11","British",57774,0
"13281",13281,544,246,63,"18",20,"\N","R",10,0,32,"\N","\N","\N","\N","\N",22,"binder","\N","\N","Hans","Binder","1948-06-12","Austrian",57784,0
"13282",13282,544,187,34,"7",7,"\N","R",11,0,30,"\N","\N","\N","\N","\N",3,"watson","\N","\N","John","Watson","1946-05-04","British",57775,0
"13283",13283,544,172,27,"26",14,"\N","R",12,0,26,"\N","\N","\N","\N","\N",3,"laffite","\N","\N","Jacques","Laffite","1943-11-21","French",57777,0
"13284",13284,544,221,25,"4",6,"\N","R",13,0,23,"\N","\N","\N","\N","\N",3,"depailler","\N","\N","Patrick","Depailler","1944-08-09","French",57778,0
"13285",13285,544,207,32,"5",3,"\N","R",14,0,19,"\N","\N","\N","\N","\N",80,"mario_andretti","\N","\N","Mario","Andretti","1940-02-28","American",57770,0
"13286",13286,544,237,37,"9",21,"\N","R",15,0,16,"\N","\N","\N","\N","\N",5,"ribeiro","\N","\N","Alex","Ribeiro","1948-11-07","Brazilian",57776,0
"13287",13287,544,200,1,"2",4,"\N","R",16,0,12,"\N","\N","\N","\N","\N",3,"mass","\N","\N","Jochen","Mass","1946-09-30","German",57780,0
"13288",13288,544,238,25,"3",8,"\N","R",17,0,12,"\N","\N","\N","\N","\N",3,"peterson","\N","\N","Ronnie","Peterson","1944-02-14","Swedish",57781,0
"13289",13289,544,223,57,"22",9,"\N","R",18,0,12,"\N","\N","\N","\N","\N",3,"regazzoni","\N","\N","Clay","Regazzoni","1939-09-05","Swiss",57771,0
"13290",13290,544,230,63,"19",11,"\N","R",19,0,11,"\N","\N","\N","\N","\N",3,"brambilla","\N","\N","Vittorio","Brambilla","1937-11-11","Italian",57772,0
"13291",13291,544,222,59,"20",15,"\N","R",20,0,11,"\N","\N","\N","\N","\N",5,"scheckter","\N","\N","Jody","Scheckter","1950-01-29","South African",57766,1
"13292",13292,544,251,37,"10",17,"\N","R",21,0,1,"\N","\N","\N","\N","\N",7,"ian_scheckter","\N","\N","Ian","Scheckter","1947-08-22","South African",57773,0
"13293",13293,544,256,66,"14",22,"\N","R",22,0,1,"\N","\N","\N","\N","\N",25,"perkins","\N","\N","Larry","Perkins","1950-03-18","Australian",57787,0
"13294",13294,545,182,6,"11",3,"1","1",1,9,78,"1:42:21.6","6141600","\N","\N","\N",1,"lauda","\N","\N","Niki","Lauda","1949-02-22","Austrian",57805,1
"13295",13295,545,222,59,"20",5,"2","2",2,6,78,"+5.2","6146800","\N","\N","\N",1,"scheckter","\N","\N","Jody","Scheckter","1950-01-29","South African",57788,1
"13296",13296,545,221,25,"4",4,"3","3",3,4,78,"+5.7","6147300","\N","\N","\N",1,"depailler","\N","\N","Patrick","Depailler","1944-08-09","French",57800,0
"13297",13297,545,231,1,"1",1,"4","4",4,3,78,"+9.5","6151100","\N","\N","\N",1,"hunt","\N","\N","James","Hunt","1947-08-29","British",57801,0
"13298",13298,545,200,1,"2",12,"5","5",5,2,78,"+19.9","6161500","\N","\N","\N",1,"mass","\N","\N","Jochen","Mass","1946-09-30","German",57802,0
"13299",13299,545,187,34,"7",11,"6","6",6,1,78,"+20.2","6161800","\N","\N","\N",1,"watson","\N","\N","John","Watson","1946-05-04","British",57797,0
"13300",13300,545,230,63,"19",14,"7","7",7,0,78,"+23.6","6165200","\N","\N","\N",1,"brambilla","\N","\N","Vittorio","Brambilla","1937-11-11","Italian",57794,0
"13301",13301,545,199,6,"12",8,"8","8",8,0,78,"+26.7","6168300","\N","\N","\N",1,"reutemann","\N","\N","Carlos","Reutemann","1942-04-12","Argentine",57790,1
"13302",13302,545,223,57,"22",16,"9","9",9,0,78,"+46.2","6187800","\N","\N","\N",1,"regazzoni","\N","\N","Clay","Regazzoni","1939-09-05","Swiss",57793,0
"13303",13303,545,224,56,"28",9,"10","10",10,0,78,"+1:11.7","6213300","\N","\N","\N",1,"emerson_fittipaldi","\N","\N","Emerson","Fittipaldi","1946-12-12","Brazilian",57791,0
"13304",13304,545,246,63,"18",19,"11","11",11,0,77,"\N","\N","\N","\N","\N",11,"binder","\N","\N","Hans","Binder","1948-06-12","Austrian",57806,0
"13305",13305,545,255,32,"6",10,"12","12",12,0,77,"\N","\N","\N","\N","\N",11,"nilsson","\N","\N","Gunnar","Nilsson","1948-11-20","Swedish",57808,0
"13306",13306,545,250,34,"8",2,"13","13",13,0,76,"\N","\N","\N","\N","\N",12,"pace","\N","\N","Carlos","Pace","1944-10-06","Brazilian",57789,0
"13307",13307,545,239,37,"30",23,"14","14",14,0,76,"\N","\N","\N","\N","\N",12,"lunger","\N","\N","Brett","Lunger","1945-11-14","American",57810,0
"13308",13308,545,256,66,"14",22,"15","15",15,0,73,"\N","\N","\N","\N","\N",15,"perkins","\N","\N","Larry","Perkins","1950-03-18","Australian",57809,0
"13309",13309,545,237,37,"9",17,"\N","R",16,0,66,"\N","\N","\N","\N","\N",5,"ribeiro","\N","\N","Alex","Ribeiro","1948-11-07","Brazilian",57798,0
"13310",13310,545,233,37,"10",18,"\N","R",17,0,55,"\N","\N","\N","\N","\N",5,"stuck","\N","\N","Hans-Joachim","Stuck","1951-01-01","German",57811,0
"13311",13311,545,207,32,"5",6,"\N","R",18,0,43,"\N","\N","\N","\N","\N",3,"mario_andretti","\N","\N","Mario","Andretti","1940-02-28","American",57792,0
"13312",13312,545,257,37,"33",21,"\N","R",19,0,33,"\N","\N","\N","\N","\N",6,"hayje","\N","\N","Boy","Lunger","1949-05-03","Dutch",57812,0
"13313",13313,545,172,27,"26",12,"\N","R",20,0,22,"\N","\N","\N","\N","\N",3,"laffite","\N","\N","Jacques","Laffite","1943-11-21","French",57799,0
"13314",13314,545,252,58,"16",15,"\N","R",21,0,22,"\N","\N","\N","\N","\N",3,"pryce","\N","\N","Tom","Pryce","1949-06-11","British",57796,0
"13315",13315,545,254,58,"17",20,"\N","R",22,0,21,"\N","\N","\N","\N","\N",95,"zorzi","\N","\N","Renzo","Zorzi","1946-12-12","Italian",57807,0
"13316",13316,545,238,25,"3",7,"\N","R",23,0,5,"\N","\N","\N","\N","\N",69,"peterson","\N","\N","Ronnie","Peterson","1944-02-14","Swedish",57803,0
"13317",13317,546,207,32,"5",2,"1","1",1,9,80,"1:51:35.470","6695470","\N","\N","\N",1,"mario_andretti","\N","\N","Mario","Andretti","1940-02-28","American",57817,1
"13318",13318,546,182,6,"11",1,"2","2",2,6,80,"+0.773","6696243","\N","\N","\N",1,"lauda","\N","\N","Niki","Lauda","1949-02-22","Austrian",57830,1
"13319",13319,546,222,59,"20",3,"3","3",3,4,80,"+4.857","6700327","\N","\N","\N",1,"scheckter","\N","\N","Jody","Scheckter","1950-01-29","South African",57813,1
"13320",13320,546,221,25,"4",12,"4","4",4,3,80,"+1:14.487","6769957","\N","\N","\N",1,"depailler","\N","\N","Patrick","Depailler","1944-08-09","French",57825,0
"13321",13321,546,224,56,"28",7,"5","5",5,2,80,"+1:20.908","6776378","\N","\N","\N",1,"emerson_fittipaldi","\N","\N","Emerson","Fittipaldi","1946-12-12","Brazilian",57816,0
"13322",13322,546,197,67,"34",9,"6","6",6,1,79,"\N","\N","\N","\N","\N",11,"jarier","\N","\N","Jean-Pierre","Jarier","1946-07-10","French",57838,0
"13323",13323,546,231,1,"1",8,"7","7",7,0,79,"\N","\N","\N","\N","\N",11,"hunt","\N","\N","James","Hunt","1947-08-29","British",57826,0
"13324",13324,546,255,32,"6",16,"8","8",8,0,79,"\N","\N","\N","\N","\N",11,"nilsson","\N","\N","Gunnar","Nilsson","1948-11-20","Swedish",57833,0
"13325",13325,546,172,27,"26",5,"9","9",9,0,78,"\N","\N","\N","\N","\N",10,"laffite","\N","\N","Jacques","Laffite","1943-11-21","French",57824,0
"13326",13326,546,205,37,"10",18,"10","10",10,0,77,"\N","\N","\N","\N","\N",13,"henton","\N","\N","Brian","Henton","1946-09-19","British",57839,0
"13327",13327,546,246,63,"18",19,"11","11",11,0,77,"\N","\N","\N","\N","\N",13,"binder","\N","\N","Hans","Binder","1948-06-12","Austrian",57831,0
"13328",13328,546,238,25,"3",10,"\N","R",12,0,62,"\N","\N","\N","\N","\N",69,"peterson","\N","\N","Ronnie","Peterson","1944-02-14","Swedish",57828,0
"13329",13329,546,223,57,"22",13,"\N","R",13,0,57,"\N","\N","\N","\N","\N",6,"regazzoni","\N","\N","Clay","Regazzoni","1939-09-05","Swiss",57818,0
"13330",13330,546,233,34,"8",17,"\N","R",14,0,53,"\N","\N","\N","\N","\N",23,"stuck","\N","\N","Hans-Joachim","Stuck","1951-01-01","German",57836,0
